"CDPRO","DESCR","UNIDA","PRCOM","FATOR","DILUICAO","EQUIV","DENSIDADE","PRVEN"
29463,"*POTE PARA PROTETOR LABIAL","UN ",0.38,0,1,1,1,2.1922
29489,"POTE PROTETOR LABIAL","UN ",0.7394,0,1,1,1,4.79992
29537,"POTE CREME(LUMINA)NOVO 50G","UN ",9.5115,3.7148,1,1,1,35.33332
29584,"*ROTULO LACRE HOLOG 40X10MM","UN ",0.0508,4.8606,1,1,1,0.24692
29611,"*PLAST BOLHA CRISTAL 1,2MX100M","UN ",87.6,0.8555,1,1,1,74.9418
29627,"*FR JTO BCO AP3 DIRECT-50ML SP","UN ",3.53,4.3328,1,1,1,15.29478
29628,"*FR JTO BCO AP3 DIRECT 120ML S","UN ",3.46,4.2576,1,1,1,14.7313
29629,"FR APLICADOR CAPILAR 30ML","UN ",3.9228,2.5,1,1,1,9.8
29630,"FR APLIC.SPRAY CAPILAR 50ML","UN ",4.0042,5.6091,1,1,1,22.45996
29631,"FR APLIC.SPRAY CAPILAR 120ML","UN ",12.0682,1.84,1,1,1,22.20549
29636,"POTE 180 GOMAS-14,52G","UN ",6.3855,22.5599,1,1,1,144.05624
29637,"POTE 180 PACK","UN ",42.5098,4.3669,1,1,1,185.63605
29652,"*VALVULA SAB R24 P/ FRASCO 120","UN ",1.1,0,1,1,1,6.34583
29666,"BISN.VAGINAL C/ 05 APLIC 5G","UN ",4.9274,2.5015,1,1,1,12.32589
29667,"BISN.VAGINAL C/ 07 APLIC 5G","UN ",6.3658,2.3236,1,1,1,14.79157
29668,"BISN.VAGINAL C/ 10 APLIC 5G","UN ",8.1418,2.0646,1,1,1,16.80956
29669,"BISN.VAGINAL C/ 15 APLIC 5G","UN ",11.6663,2.0843,1,1,1,24.31607
29670,"BISN.VAGINAL C/ 20 APLIC 5G","UN ",14.6263,1.7622,1,1,1,25.77447
29672,"BISN.VAGINAL C/ 24 APLIC 5G","UN ",16.9943,1.6353,1,1,1,27.79078
29673,"BISN.VAGINAL C/ 30 APLIC 5G","UN ",20.5463,3.3488,1,1,1,68.80545
29674,"BISN.VAGINAL C/ 40 APLIC 5G","UN ",26.4663,1.4566,1,1,1,38.55081
29675,"BISN.VAGINAL C/ 50 APLIC 5G","UN ",34.0951,2.259,1,1,1,77.02083
29676,"BISN.VAGINAL C/ 60 APLIC 5G","UN ",40.0151,3.173,1,1,1,126.96791
29680,"*ETIQ DOURADA 80X31MM","UN ",6.4351,0,1,1,1,37.12371
29688,"*TAMPA PRETA POTE OVULO","UN ",0.614,5.4495,1,1,1,3.34599
29712,"*ROTULO SELO QUALIDADE 20X20MM","UN ",0.05,4.8894,1,1,1,0.24447
29781,"*INAT BOMBONA 5 L","UN ",5.72,0.2016,1,1,1,1.15315
29785,"*FR ROLLON 55ML DUBAY BCO","UN ",0.6157,0,1,1,1,3.55194
29794,"*ETIQ T4 25MCG 30X10MMX2","UN ",7.0318,0,1,1,1,40.56603
29806,"*EMB FRESH ROLLER 15ML","UN ",4.221,0,1,1,1,24.3507
29807,"*EMB CRISTAL CLEAR-150ML-EMPHA","UN ",4.99,0,1,1,1,28.78701
29808,"*EMB SILUET 50ML-BRANCO-EMPHAS","UN ",3.7,0,1,1,1,21.34508
29809,"*EMB SILUET 150ML-BRANCO-EMPHA","UN ",3.25,0,1,1,1,18.74905
29810,"*EMB TUBO ALUM.110ML+AP4 SPRAY","UN ",3.8,0,1,1,1,21.92197
29811,"*EMB PET BCO SONAX 140ML","UN ",3.27,5.5573,1,1,1,18.17237
29812,"*EMB PET BCA SONAX 300ML","UN ",3.88,5.3378,1,1,1,20.71066
29813,"*EMB FLEXIPUMP(NOVO)40ML-EMPHA","UN ",4.5,4.3239,1,1,1,19.45755
29815,"*EMB FLEXIPUMP(NOVO)80ML-EMPHA","UN ",4.9,0,1,1,1,28.26781
29817,"*EMB APLIC PEN 15ML-PONT.CHANF","UN ",8.5,0,1,1,1,49.03599
29840,"*SAB PET QUADTIJO R28-450ML BC","UN ",3.6773,3.8781,1,1,1,14.26094
29842,"*VALV.28/410 LP900 C/TRAVA NAT","UN ",2.865,3.0103,1,1,1,8.62451
29943,"EMB GEL TR.TESTO100MG/30DS-1JT","UN ",6.069,2.7335,1,1,1,16.58961
29944,"EMB GEL TR.TESTO100MG/30DS-3JT","UN ",7.0921,3.1367,1,1,1,22.24579
29945,"EMB GEL TR.TESTO100MG/60DS-1JT","UN ",11.7039,4.0476,1,1,1,47.37271
29946,"EMB GEL TR.TESTO100MG/60DS-3JT","UN ",7.5741,5.3445,1,1,1,40.47978
29947,"EMB GEL TR.TESTO100MG/90DS-1JT","UN ",16.3718,5.6071,1,1,1,91.79832
29948,"EMB GEL TR.TESTO100MG/90DS-3JT","UN ",17.7606,4.9236,1,1,1,87.44609
29949,"EMB GEL TR.TESTO120MG/120DS-1J","UN ",3.1352,51.5822,1,1,1,161.72051
29950,"EMB GEL TR.TESTO120MG/120DS-3J","UN ",22.9186,6.8507,1,1,1,157.00845
29951,"EMB G.TR.TESTO100MG/120DS-1JT","UN ",21.0049,0,1,1,1,136.35625
29952,"EMB G.TR.TESTO100MG/120DS-3JT","UN ",23.0481,3.6097,1,1,1,83.19673
29953,"EM GEL TR.TESTO120MG/DS30-1JT","UN ",11.7265,0,1,1,1,76.12422
29954,"EMB GEL TR.TESTO120MG/30DS-3JT","UN ",12.5207,5.6546,1,1,1,70.79955
29955,"EMB GEL TR.TESTO120MG/60DS-1JT","UN ",20.9757,5.7698,1,1,1,121.02559
29957,"EMB GEL TR.TESTO120MG/60DS-3JT","UN ",26.9919,4.4838,1,1,1,121.02628
29958,"EMB GEL TR.TESTO120MG/30DS-1JT","UN ",11.5904,6.2513,1,1,1,72.45507
29960,"EMB GEL TR.TESTO120MG/90DS-1JT","UN ",16.2423,9.2096,1,1,1,149.58509
29961,"EMB G.TR.TESTO100MG/120DS-1J","UN ",21.0237,4.5034,1,1,1,94.67813
29962,"EMB GEL TR.TESTO120MG/90DS-3JT","UN ",17.8901,8.2667,1,1,1,147.89209
29963,"EMB GEL TR.TESTO150MG/30DS-1JT","UN ",10.913,6.2696,1,1,1,68.42014
29964,"EMB GEL TR.TESTO150MG/30DS-3JT","UN ",12.5286,5.2953,1,1,1,66.3427
29965,"EMB GEL TR.TESTO150MG/60DS-1JT","UN ",20.8942,6.4241,1,1,1,134.22643
29966,"EMB GEL TR.TESTO150MG/60DS-3JT","UN ",7.4446,17.8027,1,1,1,132.53398
29967,"EMB GEL TR.TESTO150MG/90DS-1JT","UN ",16.3718,10.4388,1,1,1,170.90195
29969,"EMB GEL TR.TESTO150MG/90DS-3JT","UN ",17.7606,9.4992,1,1,1,168.71149
29970,"EMB GEL TR.TESTO150MG/120DS-1J","UN ",3.1352,46.3873,1,1,1,145.43346
29971,"EMB GEL TR.TESTO150MG/120DS-3J","UN ",22.9186,6.2989,1,1,1,144.36197
29972,"EMB GEL TR.TESTO200MG/30DS-1JT","UN ",11.5904,1.6568,1,1,1,19.20297
29973,"EMB GEL TR.TESTO200MG/30DS-3JT","UN ",12.6026,1.2267,1,1,1,15.45961
29974,"EMB GEL TR.TESTO200MG/60DS-1JT","UN ",20.8462,2.1338,1,1,1,44.48162
29975,"EMB GEL TR.TESTO200MG/60DS-3JT","UN ",20.7202,1.8996,1,1,1,39.36009
29976,"EMB GEL TR.TESTO200MG/90DS-1JT","UN ",16.2423,4.6648,1,1,1,75.76708
29977,"EMB GEL TR.TESTO200MG/90DS-3JT","UN ",17.7606,3.6895,1,1,1,65.52773
29978,"EMB GEL TR.TESTO200MG/120DS-1J","UN ",21.0237,3.811,1,1,1,80.12132
29979,"EMB GEL TR.TESTO200MG/120DS-3J","UN ",23.0481,3.0492,1,1,1,70.27827
29985,"FR DESODORANTE SPRAY-110ML-ALU","UN ",6.4115,4.5208,1,1,1,28.98511
29986,"FR DESODORANTE ROLLON 55ML","UN ",1.3499,5.9576,1,1,1,8.04216
29987,"CANETA FRESHROLLER-15ML-ROLON","UN ",4.9915,0,1,1,1,32.40302
29988,"CANETA EMB APLIPEN-15ML-CHAT","UN ",24,1.8505,1,1,1,44.412
29989,"FR OL.CORP.CRISTALCLEAR 150ML","UN ",7.4615,0,1,1,1,48.43737
29990,"FR SERUM/FLUIDOS FLEXIPUMP-80M","UN ",6.6015,0,1,1,1,42.85456
29991,"FR SERUM/FLUIDOS FLEXYPUMP-40M","UN ",6.5115,0,1,1,1,42.27031
29992,"BISN P/FPS FLEXYPUMP-40ML","UN ",6.5115,2.6835,1,1,1,17.47361
29994,"BISN P/FPS FLEXYPUMP-80ML","UN ",6.6015,4.1916,1,1,1,27.67085
29995,"BISNAGA SILUET 50ML-P/CREME","UN ",4.046,5.5718,1,1,1,22.5435
29996,"BISNAGA SILUET 150ML-P/CRMEE","UN ",4.046,0,1,1,1,26.26518
29997,"FR SONMAX 140ML-SHAMP/COND/LOÇ","UN ",4.8362,5.9927,1,1,1,28.9819
29998,"FR SONMAX 300ML-SHAMP/COND/LOÇ","UN ",5.0862,4.4921,1,1,1,22.84772
29999,"EMBALAGEM DERMATO FUNCIONARIOS","UN ",1.5,7.412,1,1,1,11.118
30009,"*FR PVC 30ML R18 BCO CILINDRIC","UN ",0.7134,4.7953,1,1,1,3.42097
30012,"*INAT SELO 50MM","UN ",0,0,1,1,1,0
30013,"*SELO 58MM","UN ",0.042,4.6288,1,1,1,0.19441
30014,"*INAT SELO 70MM","UN ",0,0,1,1,1,0
30015,"*INAT SELO 120MM","UN ",0,0,1,1,1,0
30027,"FR SABON 300ML ELEGANCE TPPRAT","UN ",4.7402,5.8527,1,1,1,27.74297
30056,"FR SABON QUADRADA 450ML TIJO","UN ",4.2329,8.3233,1,1,1,35.2317
30068,"FR JATO P/SOL CHOCOLATE","UN ",3.2048,7.1427,1,1,1,22.89092
30154,"*CLICHE MOLDE","UN ",180,0,1,1,1,1038.4092
30249,"POTE 250 SACHES","UN ",57.0329,2.7463,1,1,1,156.62945
30418,"*SACHE BOBINA 14X7-CROMOPEL-5G","UN ",0.0606,5.7635,1,1,1,0.34927
30419,"*SACHE BOBINA 14X12CROMOPEL-10","UN ",0.1009,5.7635,1,1,1,0.58154
30565,"FR CALDA CACAU 550ML","UN ",5.932,0,1,1,1,38.50841
30625,"VD CTA GT VIT A/D (50DS=12ML)","UN ",2.9626,11.7641,1,1,1,34.85232
30626,"VD CTA GT VIT A/D (145DS=22ML)","UN ",3.1521,14.1144,1,1,1,44.49
30652,"*FR AP3 50ML NASAL BCO","UN ",5.0489,4.4562,1,1,1,22.49891
30663,"*ETIQ T4 50MCG 30X10MMX2","UN ",39,2.2189,1,1,1,86.5371
30864,"*IMA GELADEIRA FONE SMART","UN ",0.215,0,1,1,1,1.24032
30866,"*FR FARMA 500ML BCO VALV TRIGG","UN ",1.99,0,1,1,1,11.48019
30900,"*PUMP 30ML 1 JATO SO FRASCO","UN ",1.1,0,1,1,1,6.34583
30925,"*FR PUMP 50ML DOURADO","UN ",26.9,3.5386,1,1,1,95.18834
30965,"*INAT BULBO SILICONE","UN ",0.69,0,1,1,1,3.98057
30991,"*INAT CX CHOCOLIFT P/12UN","UN ",2.28,7.2113,1,1,1,16.44176
30997,"*TAMPA BCA R18 FECHADA S/DISCO","UN ",0.172,3.4211,1,1,1,0.58843
30999,"*INAT LATA 73X69 L531 FR BCO","UN ",0.309,0,1,1,1,1.7826
31000,"*INAT LATA 73X95 L547 SSR BCO","UN ",0.3758,0,1,1,1,2.16797
31001,"*INAT LATA 99X120 L531 SSR BCO","UN ",0.7781,5.6925,1,1,1,4.42933
31002,"*INAT LATA 99X180 L547 SSR BCO","UN ",0.9728,0,1,1,1,5.61202
31003,"*SEALED SAFE 73 CCP SB AL60-CL","UN ",0.163,0,1,1,1,0.94034
31004,"*SEALED SAFE 99 CCP WB AL60-CL","UN ",0.26,0,1,1,1,1.49992
31005,"*SNAP CAP 74MM LISO NATURAL","UN ",0.0493,5.7631,1,1,1,0.28412
31006,"*TP MOD 402-NATURAL","UN ",0.102,0,1,1,1,0.58843
31012,"*FR PUMP 150ML MAXILOOK BCO","UN ",12.3485,2.8732,1,1,1,35.47971
31013,"EMB PUMP MAXILOOK 150ML-1 JATO","UN ",7.6794,"",1,1,1,49.8519
31031,"*TP BASE 73MM CCP SB-CX","UN ",0.11,0,1,1,1,0.63458
31032,"*TP BASE 99MM CCP WB-CX","UN ",0.2048,0,1,1,1,1.18148
31047,"VD 100ML CONTA-GOTAS","UN ",4.3997,5.2213,1,1,1,22.97215
31056,"*CANULA 72MM P/30ML","UN ",0.195,6.4265,1,1,1,1.25317
31079,"*FLACONETE 10ML BRANCO","UN ",0.17,0,1,1,1,0.98072
31117,"*TAMPA LATA SONOCO DOURADA","UN ",0.145,0,1,1,1,0.8365
31202,"*INAT VD 100ML R24 TRANSP C/TP","UN ",0.99,0,1,1,1,5.71125
31221,"*CX EMBARQUE PEQ 33X27X19CM","UN ",2.8577,4.7036,1,1,1,13.44148
31242,"EMB GEL TRANSD 100MG/180DS 1JT","UN ",30.2993,4.0099,1,1,1,121.49716
31243,"EMB GEL TRANS. 100MG/180DS-3JT","UN ",33.3641,4.0063,1,1,1,133.66659
31244,"EMB TRANSD 1JT 180DS PUMP","UN ",30.2993,"",1,1,1,196.69215
31248,"*BISN ALUMINIO 5G PRATA/BCA","UN ",0.877,0,1,1,1,5.05936
31269,"*FR SOFTCARE 150 ML","UN ",3,0,1,1,1,17.30682
31293,"FR SONMAX 140ML-LOÇ","UN ",4.8362,0,1,1,1,31.39487
31412,"*BLISTER/FORMA CHOCOL 02 C/6","UN ",0.1284,6.1294,1,1,1,0.78701
31413,"*FOLHA ALUMINIO DUPLO CHOCOLAT","UN ",0.18,0,1,1,1,1.03841
31414,"POTE 120 GOMAS-7G","UN ",13.8483,8.5931,1,1,1,119
31463,"*INAT FR AP 3 SNAPON BCO 30ML","UN ",2.33,0,1,1,1,13.44163
31464,"*INAT FR AP 3 SNAPON BCO 60ML","UN ",2.45,0,1,1,1,14.1339
31465,"*FR AP3 120ML SNAPON BALI BCO","UN ",5.166,3.8303,1,1,1,19.78733
31467,"*INATIVO CX ISOPOR 8L","UN ",16.3412,0,1,1,1,94.2714
31472,"*INAT BOMBONA PLÁSTICA 50 LTS","UN ",0,0,1,1,1,0
31476,"*CX BLISTER GDE 13X8X8,5CM","UN ",2.3037,4.0376,1,1,1,9.30142
31477,"*CX BLISTER PEQ 13X4,5X8,5CM","UN ",1.2138,5.69,1,1,1,6.90652
31563,"EMBALAGEM SABONETE BARRA","UN ",0.1,1.4973,1,1,1,0.14973
31577,"*VD R28 100ML AMBAR CAPS","UN ",0.75,0,1,1,1,4.3267
31578,"*VD R28 200ML AMBAR CAPS","UN ",2.5092,0,1,1,1,14.47542
31686,"*FR STAND UP POUCH 50MLFLIPTOP","UN ",1.02,0,1,1,1,5.88432
31731,"*FR PUMP 30ML 0,5ML BRANCO","UN ",2.5,0,1,1,1,14.42235
31821,"FR SOFTCARE 150 ML","UN ",4.1147,0,1,1,1,26.71115
31827,"*CX SEDEX MED 29,5X22,5X11,5","UN ",5.7856,4.0184,1,1,1,23.24886
31905,"*FR ENEMA 100ML","UN ",1.33,0,1,1,1,7.67269
31907,"FR ENEMA 100ML","UN ",2.9027,3.095,1,1,1,8.98386
31916,"FR ENEMA 5 UN 100ML","UN ",8.169,5.4987,1,1,1,44.91888
31935,"VD CTA GT VIT A/D (90DS=16ML)","UN ",3.2093,13.2956,1,1,1,42.66957
31936,"VD CTA GT VIT A/D (180DS=26ML)","UN ",3.1362,15.0599,1,1,1,47.23086
31953,"*TUBO AMBAR PS30 C/TP TRANSP.","UN ",0.5,0,1,1,1,2.88447
31976,"*TAMPA FUR BCA LACRE R28","UN ",0.155,4.094,1,1,1,0.63457
31979,"*INAT CAIXA REVENDA ESSENTIAL","CX ",4.213,1.136,1,1,1,4.78597
32129,"FR NASAL 50ML-AP3 DIRECT","UN ",4.3254,1.1492,1,1,1,4.9709
32234,"*SACHE SPORT 30ML PRATA","UN ",0.8433,3.5063,1,1,1,2.95686
32277,"*ETIQ TRANSPARENTE 80X31MM","UN ",0.0994,3.6332,1,1,1,0.36114
32278,"*INAT ETIQ ADESIVA 45X15MM","UN ",0.068,0,1,1,1,0.39229
32279,"*INAT ETIQ ADESIVA 40X10MM","UN ",0.05,0,1,1,1,0.28845
32304,"*SACO PLASTICO 16X30X0,010","KG ",23.5,3.0686,1,1,1,72.1121
32386,"*INAT SACO PLAST 16X32X0,010","UN ",10.9,0,1,1,1,62.88145
32392,"SACHE SPORT C/120SCH 30ML","UN ",97.7611,1.8236,1,1,1,178.27714
32393,"SACHE SPORT C/180SCH 30ML","UN ",144.2011,1.7219,1,1,1,248.29987
32394,"SACHE SPORT C/20SCH 30ML","UN ",18.9919,2.3467,1,1,1,44.56829
32395,"SACHE SPORT C/240SCH 30ML","UN ",190.6411,1.6833,1,1,1,320.90616
32397,"SACHE SPORT C/30SCH 30ML","UN ",26.7319,2.1437,1,1,1,57.30517
32398,"SACHE SPORT C/ 40SCH 30ML","UN ",34.4719,2.0318,1,1,1,70.04001
32399,"SACHE SPORT C/60SCH 30ML","UN ",49.9519,2.0394,1,1,1,101.8719
32400,"SACHE SPORT C/90SCH 30ML","UN ",73.1719,1.9143,1,1,1,140.07297
32408,"*INAT ETIQ ADESIVA 40X10MM","UN ",0.05,0,1,1,1,0.28845
32416,"*SERINGA 60ML CATETER","UN ",3.85,0,1,1,1,22.21042
32445,"*BLISTER AMBAR TRIPLO 00/0","UN ",0.11,0,1,1,1,0.63458
32545,"POTE 30 GOMAS-7G","UN ",2.6208,14.8738,1,1,1,38.98126
32559,"*SACO PLASTICO 50X70X0,010","KG ",23.5,3.1914,1,1,1,74.9979
32568,"*VD R24 500ML AMBAR USO LAB","UN ",22.85,0,1,1,1,131.82028
32584,"*FR APLIC CAPILAR LATANOPROSTA","UN ",49.39,1.7493,1,1,1,86.39793
32592,"EMBALAGEM SUPEROMEGA","UN ",0,0,1,1,1,0
32598,"SACHE SPORT C/5SCH 30ML","UN ",5,5.9893,1,1,1,29.9465
32614,"*ETIQ AMOSTRA P&D 40X10MM","UN ",0.05,0,1,1,1,0.28845
32814,"*SACO PLASTICO 30X40X0,010","KG ",23.5,2.774,1,1,1,65.189
32841,"APLICADOR VAG. 4/5G GESTRINONA","UN ",1.25,3.646,1,1,1,4.5575
33075,"*FR AP3 50ML SNAPON BALI BCO","UN ",4.41,4.8271,1,1,1,21.28751
33076,"*MINI BULA DOSE DETALHADA","UN ",0.64,3.9661,1,1,1,2.5383
33077,"*MINI BULA CAPS SUBLINGUAL","UN ",0.64,4.1407,1,1,1,2.65005
33078,"*INAT MINI BULA PAST SUBLIN","UN ",0.35,0,1,1,1,2.01913
33079,"*INAT MINI BULA COMP SUBLIN","UN ",0.35,0,1,1,1,2.01913
33081,"*INFORMATIVO SOLUCAO ORAL","UN ",0.69,0,1,1,1,3.98057
33082,"*FOLHETO SACHE","UN ",0.3852,0,1,1,1,2.2222
33083,"*POTE F. FALSO NAT/OURO 60G","UN ",1.17,0,1,1,1,6.74966
33084,"*EMB PET BCO DISKTOP 300ML","UN ",2.81,0,1,1,1,16.21072
33139,"EMB FLACONETE P/ 15 FLAC","UN ",24.8007,1.465,1,1,1,36.33303
33140,"EMB FLACONETE P/ 30 FLAC","UN ",45.8367,1.5543,1,1,1,71.24398
33207,"EMB FLACONETE P/21FLAC","UN ",10,2.8585,1,1,1,28.585
33259,"*FR PET 20ML R18 BCO","UN ",1.23,0,1,1,1,7.0958
33303,"*SACO PLASTICO 12X30X0,010","KG ",23.5,2.774,1,1,1,65.189
33389,"*INFORMATIVO GEL SERINGA","UN ",0.66,1.6608,1,1,1,1.09613
33391,"*INAT FOLHETO PUMP 3JATOS","UN ",0.19,0,1,1,1,1.0961
33405,"*MINI BULA DOSE MEDIDA","UN ",0.59,3.4223,1,1,1,2.01916
33438,"*EMB PET BCO DISKTOP 140ML","UN ",2.05,0,1,1,1,11.82633
33440,"*TAMPA BCA R18 FEC S/BATC/PINO","UN ",0.172,3.4211,1,1,1,0.58843
33554,"*SACHE SPORT PET BCO SEM TAMPA","UN ",0.87612,0,1,1,1,5.05428
33596,"FR 100ML C/VALV.ESP.PROSTA-UN","UN ",40.25,0,1,1,1,232.19983
33758,"*BISN PLAST 30G PRETA","UN ",1.5373,4.1323,1,1,1,6.35258
33759,"*BISN PLAST 60G PRETA","UN ",1.462,6.3043,1,1,1,9.21689
33799,"*BISN PLAST PRETA 110G","UN ",1.085,0,1,1,1,6.2593
33803,"BISNAGA PRETA 30G - P/ COSMETO","UN ",2.8077,7.0619,1,1,1,19.8277
33804,"BISNAGA PRETA 60G - P/ COSMETO","UN ",2.2964,8.1844,1,1,1,18.79466
33805,"BISNAGA PRETA 250G - P/ COSMET","UN ",2.611,10.3781,1,1,1,27.09722
33828,"*FR ESMALTE QUAD 10ML AMBAR","UN ",2.6875,0,1,1,1,15.50403
33829,"*FR AIRLESS BLACK 30ML C/VALV","UN ",7.7938,5.7688,1,1,1,44.96087
33933,"VIDRO P/XAROPE 250ML","UN ",5.5719,4.0063,1,1,1,22.3227
33988,"*TP R28 FURADA LACRE PRETA","UN ",0.1733,4.4974,1,1,1,0.7794
34014,"*TP R24 FURADA LACRE PRETA","UN ",0.1652,5.4442,1,1,1,0.89938
34016,"*VALV R24 415/410 SABONE PRETA","UN ",2.771,2.3629,1,1,1,6.5476
34017,"*TAMPA PRETA DISK TOP R24","UN ",0.47,0,1,1,1,2.7114
34018,"*FR PET GARRAFA 120ML PRETO","UN ",0.9508,0,1,1,1,5.48511
34043,"*TP R18 FECH LACRE DISCO PRETA","UN ",0.3149,5.4228,1,1,1,1.70764
34044,"*TP R24 FECHADA LACRE PRETA","UN ",0.1962,3.7343,1,1,1,0.73267
34045,"*INAT DOSADOR ORAL 10ML","UN ",0.7918,0,1,1,1,4.56785
34056,"*INAT VD P/ OMEGA 3 LIQ 100ML","UN ",2.2329,0,1,1,1,12.88147
34058,"VD P/ OMEGA 3 LIQUIDO 250ML","UN ",3.0229,11.7107,1,1,1,35.40028
34079,"FRASCO AIRLESS PRETO 30G","UN ",9.5115,3.5494,1,1,1,33.76012
34086,"*BISN PLAST 150G PRETA","UN ",1.405,6.1408,1,1,1,8.62782
34087,"*FLACONETE VD 12ML AMBAR R15","UN ",1.265,4.378,1,1,1,5.53817
34092,"*BULBO PRETO SILICONE","UN ",0.3116,4.8125,1,1,1,1.49958
34094,"*INAT POTE 30G FUNDO FALSO PRT","UN ",1.95,0,1,1,1,11.24943
34096,"*POTE 60G FUNDO FALSO PRETO","UN ",1.8,0,1,1,1,10.38409
34099,"APLICADOR AIRLESS PEN ALPROSTA","UN ",51.45,4.0151,1,1,1,206.5769
34102,"*BISN PLAST 250G PRETA","UN ",3.01,3.3576,1,1,1,10.10638
34147,"VD 200ML C/ TAMPA","UN ",2.1929,13.6121,1,1,1,29.84997
34148,"VD 250ML C/ TAMPA","UN ",3.4399,13.6121,1,1,1,46.82426
34150,"VD 500ML C/ TAMPA","UN ",24.2329,"",1,1,1,157.31126
34151,"*ADAPT DOS ORAL R24 16MM","UN ",0.1838,4.727,1,1,1,0.86882
34152,"*VD R24 250ML AMBAR","UN ",2,0,1,1,1,11.53788
34167,"*FR PET GARRAFA 200ML PRETO","UN ",0.9048,0,1,1,1,5.21974
34168,"*FR PET GARRAFA 250ML PRETO","UN ",1.0032,0,1,1,1,5.7874
34227,"BISNAGA PRETA 120G-P/ COSMETO","UN ",1.941,8.6667,1,1,1,16.82206
34228,"FR AIRLESS PRETO 30G","UN ",5.352,3.7138,1,1,1,19.87626
34230,"POTE CREME 50G LUMINA BLACK","UN ",11.8614,2.8035,1,1,1,33.25343
34231,"FR GARRAFA PRETO 120ML VALVULA","UN ",4.8107,3.2123,1,1,1,15.45341
34232,"FR GARRAFA PRETO 200ML VALVULA","UN ",7.7688,2.5061,1,1,1,19.46968
34233,"FR GARRAFA PRETO 250ML VALVULA","UN ",7.8672,2.5585,1,1,1,20.1286
34234,"FR GARRAFA PRETO 120ML FLIPTOP","UN ",4.1457,3.7278,1,1,1,15.45434
34235,"FR GARRAFA PRETO 200ML FLIPTOP","UN ",5.4168,3.5942,1,1,1,19.4693
34236,"FR GARRAFA PRETO 250ML FLIPTOP","UN ",5.5152,3.6163,1,1,1,19.9446
34237,"FRASCO COSFAR PRETO 500ML","UN ",3.0919,5.7232,1,1,1,17.69556
34238,"FRASCO COSFAR PRETO 1000ML","UN ",4.0279,6.083,1,1,1,24.50172
34248,"*POTE 50G CREME LUMINA BLACK","UN ",10.965,5.3991,1,1,1,59.20113
34252,"*ROTULO SUPER OMEGA LIQ 150ML","UN ",0.5,0,1,1,1,2.88447
34311,"FR DOURADO 50ML DRA RAFAELA","UN ",15,3.8966,1,1,1,58.449
34343,"*RIBBON 110X74M MISTO PRETO","UN ",26.8,0,1,1,1,154.60759
34347,"EMB TRANSD 1JT 150DS PUMP","UN ",29.0682,4.6113,1,1,1,134.04219
34348,"EMB TRANSD 3JATOS PUMP 150ML","UN ",31.5987,4.209,1,1,1,132.99893
34352,"*TP R24 415/410 FLIP TOP PRETA","UN ",0.419,4.6262,1,1,1,1.93838
34384,"POTE OVULOS 60DS","UN ",4.9665,10.2452,1,1,1,50.88279
34385,"POTE OVULOS 90DS","UN ",6.8009,11.956,1,1,1,81.31156
34616,"BISN.VAGINAL C/ 90 APLIC 5G","UN ",58.8526,2.4067,1,1,1,141.64055
34818,"*ROTULO VEGAN DHA LIQ 150ML","UN ",0.8,3.6056,1,1,1,2.88448
34862,"*BLISTER DUPLO 00/0 AMBAR NOVO","UN ",0.197,5.8484,1,1,1,1.15213
34863,"*BLISTER TRIPLO 3/4 AMBAR NOVO","UN ",0.146,5.8699,1,1,1,0.85701
34864,"*BLISTER TRIPLO 1/2 AMBAR NOVO","UN ",0.1668,4.185,1,1,1,0.69806
34865,"*BLISTER TRIPLO 00/0 AMBAR NOV","UN ",0.121,0,1,1,1,0.69804
34866,"*BLISTER PASTILHA AMBAR PEQ","UN ",0.1461,5.8659,1,1,1,0.85701
34867,"*BLISTER GOMA/BARRA AMBAR NOVO","UN ",0.197,2.3851,1,1,1,0.46986
34886,"*SACOLA DUPLEX PRETA MEDIA","UN ",3.45712,7,1,1,1,24.19984
34889,"*INAT SUPORTE P/FORMAS SUPOSIT","UN ",28.59,0,1,1,1,164.93399
34891,"*INAT MINI BULA ADULTO SAUDAVE","UN ",0.35,0,1,1,1,2.01913
34892,"*INAT MINI BULA CAPS OLEO COCO","UN ",0.35,0,1,1,1,2.01913
34893,"*INFORMATIVO CREME VAGINAL","UN ",0.42,0,1,1,1,2.42295
34894,"*INFORMATIVO GOMA","UN ",0.66,2.5348,1,1,1,1.67297
34895,"*INFORMATIVO OVULO VAGINAL","UN ",1.35,1.7948,1,1,1,2.42298
34896,"*INFORMATIVO SUPOSITORIO","UN ",1.08,1.0684,1,1,1,1.15387
34922,"POTE DESODORANTE 60G-PRETO","UN ",2.0914,3.8413,1,1,1,8.03369
34931,"*INAT POTE 15G FUNDO FALSO BCO","UN ",1.3837,0,1,1,1,7.98248
35045,"*TP BISN 200/250G FLIPTOP PRET","UN ",0.73,0,1,1,1,4.21133
35046,"*TP BISN 30/60G FLIPTOP PRETA","UN ",0.5913,4.7494,1,1,1,2.80832
35048,"*TP R15 FLACONETE 5/12ML PRETA","UN ",0.084,4.457,1,1,1,0.37439
35049,"*DISCO POLEXAN TP FLACON R15","UN ",0.0209,3.1191,1,1,1,0.06519
35050,"*TP FR VD ESMALTE 10ML PRETA","UN ",1.7638,5.2741,1,1,1,9.30246
